by,discussion_id,score,timestamp,title,url,stars_at_submission,stars_month_1,stars_month_2,stars_month_3,stars_month_4,stars_month_5,commits_at_submission,commits_month_1,commits_month_2,commits_month_3,commits_month_4,commits_month_5,pull_requests_at_submission,pull_requests_month_1,pull_requests_month_2,pull_requests_month_3,pull_requests_month_4,pull_requests_month_5,forks_at_submission,forks_month_1,forks_month_2,forks_month_3,forks_month_4,forks_month_5,contributors_at_submission,contributors_month_1,contributors_month_2,contributors_month_3,contributors_month_4,contributors_month_5
synergy20,33933933,182,2022-12-10 16:30:53 UTC,ChatGPT Prompts,https://github.com/f/awesome-chatgpt-prompts,10749,7611,13842,21991,12993,6729,102,22,14,11,5,0,232,122,97,105,74,46,713,1022,1935,2704,1977,1049,94,66,61,68,49,30
skydoves,33942272,1,2022-12-11 11:24:17 UTC,ChatGPT open-source project for Android,https://github.com/skydoves/chatgpt-android,622,434,727,606,283,184,43,16,23,23,4,5,32,18,12,33,18,24,60,41,90,61,39,23,1,2,4,2,3,2
jshobrook,33943232,1,2022-12-11 14:01:45 UTC,Show HN: A command-line tool that explains your errors using ChatGPT,https://github.com/shobrook/stackexplain,289,57,33,42,22,26,4,0,0,0,0,0,1,0,0,2,1,0,16,2,3,2,2,4,2,0,0,1,1,0
louis030195,33946462,1,2022-12-11 19:18:51 UTC,Show HN: AI generated conversation starters in Slack,https://github.com/MrKevinOConnell/LangameSlack,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Retric_R,33948050,2,2022-12-11 22:02:34 UTC,Use voice talking to ChatGPT now,https://github.com/RetricSu/chatGPT-auto-speech,7,9,9,4,5,5,14,0,0,1,0,0,5,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0,0
jiwidi,33971929,2,2022-12-13 17:13:45 UTC,Curated list of resources for ChatGPT and GPT-3 from OpenAI,https://github.com/humanloop/awesome-chatgpt,3279,801,877,1152,587,306,31,3,5,7,0,0,43,16,22,41,11,5,127,60,78,85,42,31,25,13,17,34,11,5
samosx,33973825,1,2022-12-13 18:50:30 UTC,ChatGPT-blog: Stackoverflow banning ChatGPT? I got a workaround for that,https://github.com/samos123/chatgpt-blog,5,7,5,6,2,2,0,7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0
toxicFork,33983654,1,2022-12-14 14:10:43 UTC,Show HN: GPT-Shell: A ChatGPT Clone Discord Bot,https://github.com/firtoz/GPT-Shell,23,45,24,11,13,6,88,89,4,0,0,0,10,7,7,0,0,0,6,10,3,1,2,1,1,1,2,0,0,0
dannygreer,33990004,2,2022-12-14 20:29:10 UTC,ChatGPT Directly Within Google Docs as an Editor Add-On,https://github.com/cesarhuret/docGPT,145,62,90,138,72,31,41,0,0,11,0,0,0,0,0,3,0,0,14,18,11,17,11,2,1,0,0,2,0,0
jakecyr,33990457,1,2022-12-14 20:58:49 UTC,Talk with Open AI GPT-3 as an Assistant and Hear the Response,https://github.com/jakecyr/openai-chatbot-with-sound,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
amrrs,33990942,2,2022-12-14 21:36:58 UTC,Build Your Own ChatGPT with OpenAI API and Gradio,https://github.com/amrrs/chatgpt-clone,131,60,68,57,33,18,5,0,1,0,0,0,0,1,2,0,0,0,56,49,42,48,15,10,1,1,2,0,0,0
Breefield,33993125,2,2022-12-15 00:28:59 UTC,Terminal-copilot: command line wrapper around OpenAI text-DaVinci-003,https://github.com/Methexis-Inc/terminal-copilot,304,79,18,17,22,6,30,1,0,0,0,3,24,2,0,3,0,3,20,4,0,3,2,0,8,2,0,1,0,1
obaid,33995171,2,2022-12-15 04:24:17 UTC,Show HN: ChatGPT in Your Menubar,https://github.com/obaid/chatgpt-app,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
azhenley,34008839,153,2022-12-16 02:22:11 UTC,Tiktoken: OpenAI’s Tokenizer,https://github.com/openai/tiktoken,1280,303,320,868,926,689,3,6,4,12,2,1,7,5,7,18,9,7,38,24,26,64,58,51,5,3,5,12,6,6
snagg,34014009,1,2022-12-16 12:54:47 UTC,OpenAI's DaVinci-003 for Reverse Engineering,https://github.com/JusticeRage/Gepetto,178,178,77,85,85,55,0,0,1,1,1,1,0,0,2,1,1,3,21,21,13,11,11,12,0,0,2,2,2,3
todsacerdoti,34070240,1,2022-12-20 18:40:29 UTC,Elixir OpenAI API Wrapper,https://github.com/hernanat/open_ai_ex,3,4,1,1,0,0,0,0,5,0,0,0,0,1,5,1,0,0,0,1,0,0,1,0,0,1,1,1,0,0
smashah,34074970,8,2022-12-21 00:22:00 UTC,Show HN: ChatGPT developed an NPM package to check if jemalloc is installed,https://github.com/smashah/jemalloc-check,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
transitivebs,34079564,11,2022-12-21 12:04:40 UTC,OpenAI-powered semantic search for the All-In Podcast,https://github.com/transitive-bullshit/yt-semantic-search,246,53,44,22,17,8,3,0,1,0,0,0,2,0,0,0,0,0,18,5,9,5,3,0,2,0,1,0,0,0
trymas,34083460,1,2022-12-21 17:19:01 UTC,Sourcery-AI/sourcery-rules-generator,https://github.com/sourcery-ai/sourcery-rules-generator,2,3,2,0,0,1,5,2,2,0,0,0,4,2,3,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0
trzy,34084345,54,2022-12-21 18:21:47 UTC,Show HN: How to use ChatGPT+ARKit to script experiences with natural language,https://github.com/trzy/ChatARKit,57,35,48,29,17,12,0,0,7,0,0,0,0,0,1,0,0,0,5,4,5,2,2,2,0,0,1,0,0,0
akasuv,34092812,2,2022-12-22 13:01:14 UTC,BlinkRead – A TLDR Chrome extension powered by OpenAI GPT-3,https://github.com/akasuv/blinkread,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
malisper,34128410,11,2022-12-25 16:15:19 UTC,Get Code Reviews from ChatGPT,https://github.com/sturdy-dev/codereview.gpt,26,43,69,85,47,36,0,1,4,6,1,2,0,2,10,13,1,3,8,4,8,8,10,7,0,2,4,4,1,1
lencx,34129364,56,2022-12-25 17:53:35 UTC,ChatGPT: An attempt to build URL into cross-platform Desktop APP using Tauri,https://github.com/lencx/ChatGPT,4482,10614,9428,5829,2823,1928,121,60,24,0,19,6,57,60,20,10,10,4,406,1147,991,777,417,402,11,14,8,7,6,3
hbornfree,34137171,2,2022-12-26 12:35:18 UTC,Show HN: WebGL-based talking avatar. ChatGPT with a face?,https://github.com/bornfree/talking_avatar,5,9,15,14,17,17,0,0,0,0,0,0,0,0,0,0,0,0,2,1,9,4,7,7,0,0,0,0,0,0
nunomaduro,34149839,2,2022-12-27 16:06:56 UTC,OpenAI PHP: A supercharged API client for interacting with OpenAI,https://github.com/openai-php/client,302,167,678,277,244,160,4,8,50,12,7,16,2,12,33,15,4,11,25,32,64,29,26,13,2,8,11,5,3,4
TTreads,34159162,1,2022-12-28 09:29:58 UTC,Show HN: ChatGPT Electron Mac App,https://github.com/TTreads/ChatGPT-Mac,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mpalokaj,34159793,2,2022-12-28 11:09:36 UTC,OpenAI/GPT search engine in React and Firebase,https://github.com/actuallymentor/marvin,2,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mirzap,34163413,106,2022-12-28 17:32:51 UTC,First Open Source Alternative to ChatGPT Has Arrived,https://github.com/lucidrains/PaLM-rlhf-pytorch,1310,713,625,325,420,148,27,4,14,1,0,0,0,0,3,2,0,1,149,85,63,42,38,22,1,1,3,2,0,1
nazgulsenpai,34165291,4,2022-12-28 20:09:43 UTC,GptHidra – Ghidra plugin that asks OpenAI Chat GPT to explain functions,https://github.com/evyatar9/GptHidra,96,11,31,29,9,15,0,1,0,1,0,0,0,0,0,2,0,0,8,0,2,5,1,1,0,1,0,2,0,0
Mizza,34165709,4,2022-12-28 20:44:19 UTC,"Show HN: Helix, a Framework for AI Systems",https://github.com/Miserlou/Helix,12,63,5,11,1,2,1,1,8,9,0,0,0,0,0,0,0,0,0,3,0,2,0,0,1,1,1,1,0,0
kaveenk,34168467,148,2022-12-29 01:40:04 UTC,"GPT3/DALL-E2 in Discord, chat like ChatGPT, generate images, and more",https://github.com/Kav-K/GPT3Discord,267,217,200,88,0,0,238,162,129,22,0,0,83,50,48,8,0,0,64,39,49,22,1,0,12,9,8,4,0,0
jKwZmFpLrNhG,34169274,12,2022-12-29 03:46:57 UTC,Interact with OpenAI Using Voice,https://github.com/mikkac/bro_listen,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
derzuusala,34170679,2,2022-12-29 08:30:50 UTC,A simple integration between OpenAI and WhatsApp using Twilio,https://github.com/albertollamaso/gpt-whatsapp,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
oknoorap,34171681,1,2022-12-29 11:43:30 UTC,Show HN: Aurum79 – Create AI/Bot for MetaTrader5 in Node.js,https://github.com/oknoorap/aurum79,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
neontomo,34176766,1,2022-12-29 19:27:24 UTC,Show HN: Adapt or Die: Building AI Organisms That Learn (Game),https://github.com/neontomo/adapt-or-die,0,0,0,0,0,0,5,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
jakecyr,34178268,3,2022-12-29 21:30:36 UTC,OpenAI GPT-3 Vocal ChatBot in Python,https://github.com/jakecyr/openai-gpt3-chatbot,8,6,0,0,0,0,8,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
detente18,34183694,6,2022-12-30 10:17:43 UTC,Show HN: Clerkie AI – A GPT-3 based CLI tool that debugs your code,https://github.com/ishaan-jaff/clerkie-cli,20,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
ddmma,34183931,3,2022-12-30 11:03:01 UTC,Voice Chat Interface Using Azure Cognitive Services and OpenAI ChatGTP,https://github.com/dasdata/gortanagtp,5,10,9,2,3,0,1,0,7,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,1,0,1,0,0,0
bluecoconut,34194860,9,2022-12-31 09:13:20 UTC,"Show HN: lambdaprompt – build, compose and call templated LLM prompts",https://github.com/approximatelabs/lambdaprompt,124,44,57,39,30,14,5,2,3,0,14,0,6,0,2,0,10,0,6,1,3,1,3,2,2,1,1,0,1,0
plondon514,34195316,4,2022-12-31 10:57:24 UTC,ChatGPT PR Reviewer,https://github.com/FRCassarino/ChatGPT-PR-Reviewer,4,1,1,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
amrrs,34222550,1,2023-01-02 19:35:15 UTC,Multimodal AI Storyteller,https://github.com/jaketae/storyteller,166,31,27,17,28,15,15,0,1,0,0,0,6,0,1,0,0,0,11,5,4,2,6,5,3,0,2,0,0,0
gaussdiditfirst,34243795,4,2023-01-04 09:46:31 UTC,An open-source framework for data-centric AI,https://github.com/cleanlab/cleanlab,635,388,261,171,187,130,47,28,25,28,60,28,49,45,25,43,72,44,27,24,16,20,11,9,12,7,5,8,6,10
headalgorithm,34247303,1,2023-01-04 16:09:59 UTC,ChatGPT Failure Archive,https://github.com/giuven95/chatgpt-failures,89,161,110,45,16,24,136,40,0,1,0,0,0,0,0,0,0,0,4,9,6,2,1,1,1,1,0,1,0,0
pabs3,34256992,2,2023-01-05 07:14:18 UTC,Infinite AI Array,https://github.com/ianb/infinite-ai-array,140,7,4,4,0,1,2,0,0,0,0,0,4,0,0,0,0,0,9,1,0,0,0,0,4,0,0,0,0,0
optimalsolver,34262183,3,2023-01-05 16:26:05 UTC,"Legal NLP Dataset With Over 39,000 Examples",https://github.com/TheAtticusProject/maud,56,1,3,2,4,2,21,9,0,0,0,0,0,2,0,0,0,0,6,0,0,0,0,0,2,1,0,0,0,0
sahil_chaudhary,34263588,2,2023-01-05 17:48:05 UTC,Multimodal ChatGPT bot – Sending images to ChatGPT,https://github.com/sahil280114/chatGPT-multimodal-bot,0,1,1,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0
samwillis,34265234,6,2023-01-05 19:32:45 UTC,Scalene: A Python memory profiler with AI-powered optimization proposals,https://github.com/plasma-umass/scalene,209,179,141,72,87,187,77,19,5,17,0,34,8,6,3,2,1,7,6,6,5,1,4,2,3,4,2,3,1,3
0xStabby,34273480,1,2023-01-06 11:16:18 UTC,ChatGPT-Vim,https://github.com/0xStabby/chatgpt-vim,4,3,20,12,3,0,10,4,4,1,0,0,0,4,4,2,0,0,0,2,4,1,0,0,1,1,2,1,0,0
wslh,34273833,1,2023-01-06 12:11:23 UTC,ChatGPT for Slack,https://github.com/pedrorito/ChatGPTSlackBot,56,68,73,49,15,8,0,0,8,2,1,0,0,1,13,4,2,0,7,8,19,13,2,6,0,1,5,2,2,0
thefoolofdaath,34279881,2,2023-01-06 19:44:01 UTC,Open Source AI Image Classifier with Automatic Dataset Creator,https://github.com/serpapi/serapis-ai-image-classifier,20,1,1,0,0,0,5,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0
louis030195,34286739,13,2023-01-07 10:00:00 UTC,Show HN: An AI Clone of Paul Graham,https://github.com/louis030195/paul-graham-clone,2,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0
tdekok,34313407,2,2023-01-09 17:55:52 UTC,Show HN: ChatGPT code assistant for Jupyter Notebooks,https://github.com/TiesdeKok/chat-gpt-jupyter-extension,34,20,40,40,34,22,5,4,1,2,0,0,0,0,1,0,0,0,3,5,8,7,10,4,1,1,1,1,0,0
sunrising,34316090,1,2023-01-09 21:08:45 UTC,Udemy Summary with OpenAI,https://github.com/AlessandroAnnini/udemy-openai,0,0,0,1,0,0,17,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
beth0,34326939,8,2023-01-10 16:05:42 UTC,A collection of cool AI projects,https://github.com/ai-collection/ai-collection,1831,372,232,1754,595,172,118,62,16,37,31,19,30,32,14,24,24,17,86,46,21,87,45,21,15,12,8,13,12,6
nyellin,34327814,2,2023-01-10 16:58:45 UTC,"Show HN: Use ChatGPT to investigate Kubernetes issues, using webhooks and a bot",https://github.com/robusta-dev/kubernetes-chatgpt-bot,356,79,59,80,64,180,21,3,0,3,2,0,0,2,1,3,2,0,33,18,8,13,4,9,2,2,1,3,2,0
jonbaer,34328880,51,2023-01-10 18:04:08 UTC,OpenAI Cookbook,https://github.com/openai/openai-cookbook,6949,3092,9710,7372,4977,4206,37,33,38,23,58,61,44,63,103,55,98,90,673,706,1444,1266,815,1052,19,23,36,29,29,38
homarp,34338393,3,2023-01-11 13:50:18 UTC,Cramming the training of a (BERT-type) language model into limited compute,https://github.com/JonasGeiping/cramming,543,67,56,35,20,20,6,2,3,0,4,2,4,0,2,0,8,3,31,11,5,6,5,2,2,1,2,0,5,2
mihiraggarwal,34343799,5,2023-01-11 20:01:29 UTC,A Chrome extension that lets you select any text and run it through ChatGPT,https://github.com/mihiraggarwal/select-gpt,34,7,5,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,2,0,0,0,0,0,0
0ut0flin3,34361160,1,2023-01-12 22:29:06 UTC,ChatGPT using voice instead of text (any language) (Python),https://github.com/0ut0flin3/openai-davinci003-python-speech,34,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0
silva96,34364516,2,2023-01-13 06:16:46 UTC,I OpenSourced an AI StoryBook Generator,https://github.com/silva96/ai_stories,43,10,7,0,8,4,27,2,8,0,0,0,12,0,4,0,0,0,16,0,3,1,1,0,3,1,2,0,0,0
louis030195,34365448,11,2023-01-13 08:59:16 UTC,Show HN: An AI Assistant for Obsidian,https://github.com/louis030195/obsidian-ava,58,80,83,64,35,16,124,19,7,0,0,3,0,0,2,0,0,0,2,3,6,1,1,1,2,2,1,0,0,2
GavCo,34380623,1,2023-01-14 14:40:35 UTC,Adrenaline: An AI-Powered Debugger,https://github.com/shobrook/adrenaline,1366,185,278,874,237,92,92,74,85,20,67,18,17,4,24,7,20,2,98,13,35,89,17,13,5,3,6,3,4,3
samwillis,34381748,2,2023-01-14 16:59:37 UTC,"Datasette-OpenAI, SQL functions for calling OpenAI APIs",https://github.com/simonw/datasette-openai,15,0,0,0,0,1,9,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0
blopeur,34388600,1,2023-01-15 11:23:51 UTC,Talktopapers: Upload a paper to your drive and talk to it using Open AI,https://github.com/keerthanpg/talktopapers,199,11,2,1,1,0,3,0,0,0,0,0,4,0,0,0,0,0,20,3,0,1,0,0,4,0,0,0,0,0
bilsbie,34390937,1,2023-01-15 17:06:19 UTC,GitHub – dair-AI/ML-Papers-Explained: Explanation to key concepts in ML,https://github.com/dair-ai/ML-Papers-Explained,2546,461,125,125,92,132,17,9,1,1,0,0,7,10,4,4,0,0,188,64,9,9,8,15,4,2,3,3,0,0
bluecoconut,34400443,252,2023-01-16 13:33:36 UTC,Show HN: Sketch – AI code-writing assistant that understands data content,https://github.com/approximatelabs/sketch,353,115,187,105,84,84,1,0,0,5,0,0,2,0,1,2,0,0,25,6,10,4,7,7,1,0,1,1,0,0
Const-me,34401710,43,2023-01-16 15:43:29 UTC,Show HN: Windows port of OpenAI's Whisper automatic speech recognition model,https://github.com/Const-me/Whisper,99,1081,864,555,872,872,9,11,6,4,0,0,0,1,0,0,1,1,10,101,84,59,81,81,1,2,1,1,1,1
jucasoliveira,34411266,1,2023-01-17 11:19:35 UTC,Show HN: TerminalGPT – Use OpenAI like ChatGPT on your terminal,https://github.com/jucasoliveira/terminalGPT,133,50,43,23,19,17,13,8,2,1,1,7,12,3,3,0,1,5,31,13,14,6,6,4,4,2,3,1,2,1
programmarchy,34419064,1,2023-01-17 21:03:06 UTC,Show HN: Automatically generate Git commit messages using OpenAI GPT-3,https://github.com/programmarchy/git-gpt,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
azhenley,34422627,372,2023-01-18 02:16:13 UTC,LangChain: Build AI apps with LLMs through composability,https://github.com/hwchase17/langchain,3137,9221,13673,9918,7486,4330,455,685,1232,1194,960,923,625,909,1631,1661,1348,1168,328,875,1822,1383,1393,839,116,206,383,353,383,302
bunetz,34426667,2,2023-01-18 14:03:19 UTC,Show HN: I created an HTTP proxy through WireGuard using ChatGPT,https://github.com/Guillembonet/nginx-wg-proxy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
karfly,34430092,40,2023-01-18 17:45:41 UTC,ChatGPT recreated with GPT-3.5?,https://github.com/karfly/chatgpt_telegram_bot,394,1707,664,291,190,154,8,39,14,0,5,1,17,67,37,13,21,5,171,511,284,140,111,92,9,26,16,6,9,4
zufallsheld,34437718,2,2023-01-19 07:38:44 UTC,Social – pythonpackage using OpenAI to generate responses to socialmedia mention,https://github.com/riverscuomo/social,2,3,4,0,3,0,13,9,1,0,0,0,2,2,0,0,0,0,0,4,1,0,0,2,1,2,1,0,0,0
maraoz,34445873,300,2023-01-19 21:29:32 UTC,"ChatRWKV, like ChatGPT but powered by the RWKV (RNN-based, open) language model",https://github.com/BlinkDL/ChatRWKV,1998,1793,1556,1179,506,324,83,90,46,10,6,15,13,43,25,11,5,10,124,118,135,83,52,30,8,12,13,9,4,3
mmq,34456904,104,2023-01-20 17:53:36 UTC,General technology for enabling AI capabilities with LLMs and Generative models,https://github.com/microsoft/LMOps,555,203,119,138,159,178,0,5,2,2,7,4,0,8,5,5,8,20,34,16,9,13,7,14,0,3,2,4,5,6
steventey,34457820,5,2023-01-20 18:49:49 UTC,Show HN: Extrapolate – Open-Source AI Aging App,https://github.com/steven-tey/extrapolate,49,45,25,28,30,28,0,1,17,0,0,0,0,1,2,0,0,0,6,9,5,5,10,12,0,2,1,0,0,0
louis030195,34465291,2,2023-01-21 10:05:05 UTC,Show HN: An AI clone with memory of Jiddu Krishnamurti,https://github.com/louis030195/krishnamurti-clone,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
tomaszsobota,34467718,4,2023-01-21 16:49:41 UTC,Show HN: Alfred and Raycast extensions to talk to OpenAI GPT models,https://github.com/tech-branch/ask-gpt,3,3,1,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
throwaway123--4,34482511,6,2023-01-22 21:39:24 UTC,Show HN: Schedule flexible 1:1's or team meetings using AI,https://github.com/rush86999/atomic,9,8,7,15,26,19,2,3,0,22,2,2,2,0,0,4,0,0,0,0,1,0,1,4,1,1,0,1,1,1
samyai,34487144,8,2023-01-23 10:09:49 UTC,Show HN: Making an open source project regrouping the most interesting AI APIs,https://github.com/edenai/edenai-apis,14,12,13,10,10,29,62,51,30,49,46,52,9,26,27,3,12,4,0,2,2,0,4,2,6,8,8,7,7,8
pixegami,34497408,4,2023-01-24 00:42:06 UTC,"Show HN: Create AI-Generated Pokemon Cards (Using Python, Midjourney, GPT)",https://github.com/pixegami/pokemon-card-generator,16,13,29,13,6,3,0,0,0,0,0,0,0,0,0,0,0,0,3,6,8,3,3,0,0,0,0,0,0,0
nonoesp,34500981,1,2023-01-24 08:26:05 UTC,AI Product Index,https://github.com/dair-ai/AI-Product-Index,97,26,27,9,9,3,5,0,0,0,0,0,10,1,0,1,0,1,17,2,2,3,1,2,6,1,0,1,0,1
dvrp,34525127,1,2023-01-25 22:36:43 UTC,Uncany – boilerplate for a modular FSM chatbot,https://github.com/estitesc/uncany-formbot,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9woc,34541152,3,2023-01-27 00:59:46 UTC,Image inpainting tool powered by SOTA AI Model,https://github.com/Sanster/lama-cleaner,758,674,1522,598,663,499,22,9,18,4,4,2,0,2,2,4,1,1,101,87,138,98,98,61,1,3,2,3,2,2
punnerud,34568143,1,2023-01-29 14:01:22 UTC,"PyTorch Lightning – DL framework to train, deploy, and ship AI fast",https://github.com/Lightning-AI/lightning,400,447,473,884,397,355,1923,1150,993,480,743,784,426,384,273,166,203,262,59,58,62,63,33,45,44,42,35,29,39,27
matteogrella,34573400,2,2023-01-29 22:23:24 UTC,Show HN: VerbaFlow – Tiny ChatGPT for Go Community AI Revolution,https://github.com/nlpodyssey/verbaflow,6,10,10,4,3,1,38,0,0,2,0,0,0,0,0,0,0,0,0,2,1,0,1,0,2,0,0,1,0,0
Hooopo,34575069,4,2023-01-30 02:12:22 UTC,Using AI to answer free-form questions based on a particular library of content,https://github.com/dglazkov/polymath,49,6,2,2,0,0,82,5,0,0,0,0,4,4,0,0,0,0,3,1,0,1,0,0,4,3,0,0,0,0
amenowanna,34584882,3,2023-01-30 19:10:08 UTC,CLI for translating natural language into SQL queries using the OpenAI API,https://github.com/mergestat/scribe,16,1,2,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
rgommezz,34593826,4,2023-01-31 11:27:05 UTC,Show HN: I reverse-engineered ChatGPT to create a React Native wrapper,https://github.com/rgommezz/react-native-chatgpt,194,50,39,28,20,20,0,0,0,0,0,0,0,0,0,0,0,0,22,14,10,7,4,3,0,0,0,0,0,0
spockz,34600327,1,2023-01-31 19:17:54 UTC,Errata-AI/vale: A syntax-aware linter for prose built with speed and extens,https://github.com/errata-ai/vale,58,42,54,80,111,59,31,12,96,7,5,12,6,4,0,2,1,3,3,2,1,1,1,3,4,2,1,2,1,3
belter,34603138,40,2023-01-31 22:21:22 UTC,ChatGPT Extension for VSCode,https://github.com/mpociot/chatgpt-vscode,586,576,327,166,102,63,2,0,0,0,0,0,0,0,1,0,1,0,50,51,27,22,15,8,1,0,1,0,1,0
0ut0flin3,34604066,3,2023-01-31 23:44:37 UTC,NeuralShare: make any AI model accessible for free from any device,https://github.com/neuralshare/neuralshare,5,1,1,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
ij23,34623033,21,2023-02-02 06:45:47 UTC,Show HN: 1-Click Deploy for Langchain LLM Agents from Google Colab to Web-App,https://github.com/ClerkieAI/berri_ai,109,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,2,0,0,0,0,0
tomLamprecht,34623749,1,2023-02-02 08:23:24 UTC,Show HN: AI Library for Java Beginners,https://github.com/tomLamprecht/Easy-ML-For-Java,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
huijzer,34647494,3,2023-02-03 20:44:56 UTC,Show HN: OpenAI GPT in the Terminal,https://github.com/rikhuijzer/ata,131,30,14,14,6,11,63,10,0,0,0,2,14,6,0,0,0,2,6,3,0,0,1,1,1,2,0,0,0,2
pps,34654937,713,2023-02-04 14:56:35 UTC,Open Assistant – project meant to give everyone access to a great chat based LLM,https://github.com/LAION-AI/Open-Assistant,10561,2625,10256,2268,769,559,714,528,670,274,124,54,848,429,661,280,163,102,726,242,1086,284,119,86,143,54,95,56,27,22
anitakirkovska,34670239,13,2023-02-05 22:18:44 UTC,Reverse Engineered ChatGPT API,https://github.com/acheong08/ChatGPT,8670,3541,2328,1016,760,522,348,236,122,47,78,30,156,129,168,8,19,13,1526,690,445,209,198,96,54,30,15,4,8,6
healsdata,34672447,1,2023-02-06 02:20:16 UTC,Known tags/settings suggested to opt out of having your content in AI training,https://github.com/healsdata/ai-training-opt-out,3,1,0,0,6,1,4,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
wiso,34690782,10,2023-02-07 09:58:42 UTC,Show HN: Clippy is back with modern UI and AI powers,https://github.com/wieslawsoltes/ChatGPT,146,369,318,95,68,68,97,216,172,9,7,17,11,11,6,1,1,3,25,65,45,18,9,10,2,3,2,2,2,2
transitivebs,34730999,2,2023-02-09 20:35:53 UTC,Show HN: Reverse-Engineering Bing's New AI Chat for Node.js,https://github.com/transitive-bullshit/bing-chat,464,204,103,91,61,47,3,6,0,0,0,0,6,10,1,0,0,0,35,22,14,5,10,13,4,6,1,0,0,0
nathankot,34741801,9,2023-02-10 16:26:08 UTC,Show HN: Bashi – open-source and extensible AI assistant platform and app,https://github.com/nathankot/bashi,37,1,0,0,0,1,10,14,6,0,0,0,0,14,0,0,0,0,3,0,0,0,0,0,1,1,1,0,0,0
ykdojo,34758484,3,2023-02-12 01:27:43 UTC,Show HN: An AI terminal helper built with GPT-3 and Node.js,https://github.com/ykdojo/sensei,45,2,0,0,1,3,20,10,0,0,0,0,0,0,0,0,0,0,9,1,0,0,0,0,1,1,0,0,0,0
boolgasaree,34760030,2,2023-02-12 05:10:46 UTC,Bing ChatGPT for Chrome and Firefox,https://github.com/anaclumos/bing-chat-for-all-browsers,97,368,334,435,131,46,38,3,14,2,2,0,12,0,4,2,2,0,7,14,24,24,15,23,2,1,2,2,2,0
