by,discussion_id,score,timestamp,title,url,stars_at_submission,stars_month_1,stars_month_2,stars_month_3,stars_month_4,stars_month_5,commits_at_submission,commits_month_1,commits_month_2,commits_month_3,commits_month_4,commits_month_5,pull_requests_at_submission,pull_requests_month_1,pull_requests_month_2,pull_requests_month_3,pull_requests_month_4,pull_requests_month_5,forks_at_submission,forks_month_1,forks_month_2,forks_month_3,forks_month_4,forks_month_5,contributors_at_submission,contributors_month_1,contributors_month_2,contributors_month_3,contributors_month_4,contributors_month_5,average_comments_sentiment,overall_comments_sentiment,dist_stars(submission-month_1),percent_stars(submission-month_1),dist_stars(month_1-month_2),percent_stars(month_1-month_2),dist_stars(month_2-month_3),percent_stars(month_2-month_3),dist_stars(month_3-month_4),percent_stars(month_3-month_4),dist_stars(month_4-month_5),percent_stars(month_4-month_5),dist_forks(submission-month_1),percent_forks(submission-month_1),dist_forks(month_1-month_2),percent_forks(month_1-month_2),dist_forks(month_2-month_3),percent_forks(month_2-month_3),dist_forks(month_3-month_4),percent_forks(month_3-month_4),dist_forks(month_4-month_5),percent_forks(month_4-month_5),dist_commits(submission-month_1),percent_commits(submission-month_1),dist_commits(month_1-month_2),percent_commits(month_1-month_2),dist_commits(month_2-month_3),percent_commits(month_2-month_3),dist_commits(month_3-month_4),percent_commits(month_3-month_4),dist_commits(month_4-month_5),percent_commits(month_4-month_5),dist_pull_requests(submission-month_1),percent_pull_requests(submission-month_1),dist_pull_requests(month_1-month_2),percent_pull_requests(month_1-month_2),dist_pull_requests(month_2-month_3),percent_pull_requests(month_2-month_3),dist_pull_requests(month_3-month_4),percent_pull_requests(month_3-month_4),dist_pull_requests(month_4-month_5),percent_pull_requests(month_4-month_5),dist_contributors(submission-month_1),percent_contributors(submission-month_1),dist_contributors(month_1-month_2),percent_contributors(month_1-month_2),dist_contributors(month_2-month_3),percent_contributors(month_2-month_3),dist_contributors(month_3-month_4),percent_contributors(month_3-month_4),dist_contributors(month_4-month_5),percent_contributors(month_4-month_5),sentiment
greshake,33872062,189,2022-12-05 21:17:51 UTC,Tell HN: Giving ChatGPT access to a real terminal,https://github.com/greshake/Alice,224,262,284,302,317,332,11,11,11,11,11,11,3,3,3,3,3,3,8,14,18,19,20,22,3,0,0,0,0,0,0.6666666666666666,1,38,16.964285714285722,22,8.396946564885496,18,6.3380281690140805,15,4.96688741721853,15,4.731861198738159,6,75.0,4,28.571428571428584,1,5.555555555555557,1,5.263157894736835,2,10.000000000000014,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,-3,-100.0,0,0.0,0,0.0,0,0.0,0,0.0,Positve
transitivebs,33873768,5,2022-12-05 23:57:10 UTC,Show HN: npm install chatgpt,https://github.com/transitive-bullshit/chatgpt-api,4104,5544,9152,11719,12885,13671,303,340,458,522,547,557,207,238,312,370,394,406,443,649,1161,1572,1766,1881,79,16,34,30,11,8,1.0,1,1440,35.08771929824562,3608,65.07936507936506,2567,28.04851398601397,1166,9.949654407372634,786,6.100116414435391,206,46.50112866817156,512,78.89060092449921,411,35.400516795865656,194,12.340966921119588,115,6.511891279728204,37,12.21122112211222,118,34.70588235294119,64,13.97379912663756,25,4.789272030651333,10,1.828153564899452,31,14.975845410628024,74,31.092436974789905,58,18.58974358974359,24,6.486486486486484,12,3.045685279187822,-63,-79.74683544303798,18,112.5,-4,-11.764705882352942,-19,-63.333333333333336,-3,-27.272727272727263,Positve
ggerganov,33877893,399,2022-12-06 10:46:25 UTC,Show HN: Port of OpenAI's Whisper model in C/C++,https://github.com/ggerganov/whisper.cpp,2369,3424,5076,11179,14266,15859,101,195,242,283,369,408,88,150,199,255,328,374,151,257,409,926,1277,1415,19,24,20,27,29,19,1.0,1,1055,44.53355846348671,1652,48.24766355140187,6103,120.23246650906223,3087,27.614276768941764,1593,11.166409645310525,106,70.19867549668874,152,59.14396887159532,517,126.40586797066015,351,37.9049676025918,138,10.80657791699295,94,93.06930693069307,47,24.102564102564106,41,16.942148760330582,86,30.38869257950529,39,10.56910569105692,62,70.45454545454547,49,32.66666666666666,56,28.14070351758795,73,28.627450980392155,46,14.024390243902433,5,26.315789473684205,-4,-16.666666666666657,7,35.0,2,7.407407407407419,-10,-34.48275862068965,Positve
buildaligned,33884108,8,2022-12-06 17:46:22 UTC,Show HN: I designed a ChatGPT prompt evaluator to ruin your fun;),https://github.com/alignedai/chatgpt-prompt-evaluator,37,55,62,72,75,80,1,1,1,1,1,1,0,0,0,0,0,0,4,5,7,8,9,9,1,0,0,0,0,0,-1.0,-1,18,48.648648648648646,7,12.72727272727272,10,16.129032258064527,3,4.166666666666671,5,6.666666666666671,1,25.0,2,40.0,1,14.285714285714278,1,12.5,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,-1,-100.0,0,0.0,0,0.0,0,0.0,0,0.0,Negative
_pdp_,33892204,2,2022-12-07 09:00:58 UTC,Show HN: CodePal – the chat-based code assistant built on top of GPT-3 / ChatGPT,https://github.com/pdparchitect/codepal,37,38,38,39,40,42,8,8,8,8,8,8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1.0,1,1,2.702702702702694,0,0.0,1,2.631578947368425,1,2.564102564102555,2,5.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,-1,-100.0,0,0.0,0,0.0,0,0.0,0,0.0,Positve
farheezy,33911095,37,2022-12-08 18:13:08 UTC,Show HN: A Python package to get help from ChatGPT when an exception is thrown,https://github.com/fkhan0520/cgpt_exceptions,21,24,24,25,25,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1,3,14.285714285714278,0,0.0,1,4.166666666666671,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,Positve
styczynski,33913533,2,2022-12-08 21:15:42 UTC,ChatGPT is now an alternative to Redis,https://github.com/styczynski/chatdb,16,24,34,51,55,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,8,50.0,10,41.666666666666686,17,50.0,4,7.843137254901961,3,5.454545454545439,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,Neutral
shinework,33919558,1,2022-12-09 09:56:13 UTC,My side project: Photoshot an open-source AI avatar generator Next.js app,https://github.com/shinework/photoshot,1176,1533,1638,1732,1850,1918,49,58,60,60,60,61,16,23,27,27,27,27,95,139,171,185,200,211,3,1,3,0,0,1,0.0,0,357,30.35714285714286,105,6.849315068493155,94,5.738705738705747,118,6.812933025404149,68,3.675675675675677,44,46.31578947368422,32,23.02158273381293,14,8.187134502923982,15,8.108108108108112,11,5.5,9,18.367346938775512,2,3.448275862068968,0,0.0,0,0.0,1,1.6666666666666572,7,43.75,4,17.391304347826093,0,0.0,0,0.0,0,0.0,-2,-66.66666666666667,2,200.0,-3,-100.0,0,0.0,1,0.0,Neutral
rocketdey,33920458,12,2022-12-09 12:20:46 UTC,Show HN: Open-Source AI Parser for HTML Elements,https://github.com/kagermanov27/daath-ai-parser,102,119,130,144,148,155,18,22,22,22,22,22,33,39,39,39,39,39,6,7,8,10,11,13,2,3,0,0,0,0,1.0,1,17,16.66666666666667,11,9.243697478991592,14,10.769230769230774,4,2.7777777777777715,7,4.7297297297297405,1,16.66666666666667,1,14.285714285714278,2,25.0,1,10.000000000000014,2,18.181818181818187,4,22.22222222222223,0,0.0,0,0.0,0,0.0,0,0.0,6,18.181818181818187,0,0.0,0,0.0,0,0.0,0,0.0,1,50.0,-3,-100.0,0,0.0,0,0.0,0,0.0,Positve
hyperchrome,33926587,2,2022-12-09 21:22:14 UTC,Python client for the unofficial ChatGPT API,https://github.com/rawandahmad698/PyChatGPT,2183,2821,3383,3661,3869,3954,61,63,63,63,63,63,39,39,39,39,39,39,186,257,342,375,405,424,18,1,0,0,0,0,-1.0,-1,638,29.22583600549703,562,19.92201347040057,278,8.217558380135983,208,5.681507784758267,85,2.196950116309111,71,38.1720430107527,85,33.07392996108948,33,9.649122807017548,30,8.0,19,4.691358024691368,2,3.278688524590166,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,-17,-94.44444444444444,-1,-100.0,0,0.0,0,0.0,0,0.0,Negative
avindroth,33932840,23,2022-12-10 14:23:09 UTC,Show HN: ChatGPT in Emacs,https://github.com/joshcho/ChatGPT.el,72,118,173,277,311,320,94,95,95,98,98,98,10,10,12,14,16,16,7,8,16,21,25,26,3,1,1,2,1,0,0.25,0,46,63.888888888888886,55,46.61016949152543,104,60.115606936416185,34,12.274368231046935,9,2.8938906752411526,1,14.285714285714278,8,100.0,5,31.25,4,19.04761904761905,1,4.0,1,1.063829787234056,0,0.0,3,3.1578947368421098,0,0.0,0,0.0,0,0.0,2,20.0,2,16.66666666666667,2,14.285714285714278,0,0.0,-2,-66.66666666666667,0,0.0,1,100.0,-1,-50.0,-1,-100.0,Neutral
synergy20,33933933,182,2022-12-10 16:30:53 UTC,ChatGPT Prompts,https://github.com/f/awesome-chatgpt-prompts,10749,18360,32202,54193,67186,73915,102,124,138,149,154,154,232,354,451,556,630,676,713,1735,3670,6374,8351,9400,94,66,61,68,49,30,1.0,1,7611,70.80658665922414,13842,75.39215686274508,21991,68.29078939196322,12993,23.97542117985718,6729,10.015479415354392,1022,143.33800841514724,1935,111.5273775216138,2704,73.67847411444143,1977,31.0166300596172,1049,12.56136989582086,22,21.568627450980387,14,11.290322580645151,11,7.971014492753611,5,3.3557046979865817,0,0.0,122,52.586206896551744,97,27.40112994350284,105,23.281596452328174,74,13.309352517985616,46,7.301587301587304,-28,-29.787234042553195,-5,-7.575757575757578,7,11.475409836065566,-19,-27.941176470588232,-19,-38.775510204081634,Positve
skydoves,33942272,1,2022-12-11 11:24:17 UTC,ChatGPT open-source project for Android,https://github.com/skydoves/chatgpt-android,622,1056,1783,2389,2672,2856,43,59,82,105,109,114,32,50,62,95,113,137,60,101,191,252,291,314,1,2,4,2,3,2,0.0,0,434,69.7749196141479,727,68.84469696969697,606,33.98766124509254,283,11.845960652992886,184,6.88622754491017,41,68.33333333333334,90,89.1089108910891,61,31.93717277486911,39,15.476190476190467,23,7.903780068728523,16,37.209302325581405,23,38.98305084745763,23,28.04878048780489,4,3.809523809523824,5,4.587155963302749,18,56.25,12,24.0,33,53.2258064516129,18,18.94736842105263,24,21.23893805309736,1,100.0,2,100.0,-2,-50.0,1,50.0,-1,-33.33333333333334,Neutral
samosx,33973825,1,2022-12-13 18:50:30 UTC,ChatGPT-blog: Stackoverflow banning ChatGPT? I got a workaround for that,https://github.com/samos123/chatgpt-blog,5,12,17,23,25,27,0,7,7,7,7,7,0,0,0,0,0,0,0,1,1,1,2,2,0,1,0,0,0,0,0.0,0,7,140.0,5,41.666666666666686,6,35.29411764705884,2,8.695652173913032,2,8.0,1,0.0,0,0.0,0,0.0,1,100.0,0,0.0,7,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.0,-1,-100.0,0,0.0,0,0.0,0,0.0,Neutral
jakecyr,33990457,1,2022-12-14 20:58:49 UTC,Talk with Open AI GPT-3 as an Assistant and Hear the Response,https://github.com/jakecyr/openai-chatbot-with-sound,3,3,3,3,3,3,6,6,6,6,6,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1.0,1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,-1,-100.0,0,0.0,0,0.0,0,0.0,0,0.0,Positve
amrrs,33990942,2,2022-12-14 21:36:58 UTC,Build Your Own ChatGPT with OpenAI API and Gradio,https://github.com/amrrs/chatgpt-clone,131,191,259,316,349,367,5,5,6,6,6,6,0,1,3,3,3,3,56,105,147,195,210,220,1,1,2,0,0,0,0.0,0,60,45.80152671755727,68,35.60209424083769,57,22.00772200772201,33,10.443037974683534,18,5.157593123209153,49,87.5,42,40.0,48,32.65306122448979,15,7.692307692307693,10,4.761904761904773,0,0.0,1,20.0,0,0.0,0,0.0,0,0.0,1,0.0,2,200.0,0,0.0,0,0.0,0,0.0,0,0.0,1,100.0,-2,-100.0,0,0.0,0,0.0,Neutral
Breefield,33993125,2,2022-12-15 00:28:59 UTC,Terminal-copilot: command line wrapper around OpenAI text-DaVinci-003,https://github.com/Methexis-Inc/terminal-copilot,304,383,401,418,440,446,30,31,31,31,31,34,24,26,26,29,29,32,20,24,24,27,29,29,8,2,0,1,0,1,1.0,1,79,25.986842105263165,18,4.699738903394263,17,4.239401496259347,22,5.263157894736835,6,1.363636363636374,4,20.0,0,0.0,3,12.5,2,7.407407407407419,0,0.0,1,3.333333333333343,0,0.0,0,0.0,0,0.0,3,9.677419354838705,2,8.333333333333329,0,0.0,3,11.538461538461547,0,0.0,3,10.34482758620689,-6,-75.0,-2,-100.0,1,0.0,-1,-100.0,1,0.0,Positve
azhenley,34008839,153,2022-12-16 02:22:11 UTC,Tiktoken: OpenAI’s Tokenizer,https://github.com/openai/tiktoken,1280,1583,1903,2771,3697,4386,3,9,13,25,27,28,7,12,19,37,46,53,38,62,88,152,210,261,5,3,5,12,6,6,0.15,0,303,23.67187500000001,320,20.214782059380923,868,45.61219127693116,926,33.41753879465895,689,18.63673248579929,24,63.15789473684211,26,41.935483870967744,64,72.72727272727272,58,38.15789473684211,51,24.28571428571429,6,200.0,4,44.44444444444443,12,92.30769230769232,2,8.0,1,3.7037037037036953,5,71.42857142857142,7,58.333333333333314,18,94.73684210526316,9,24.324324324324323,7,15.217391304347828,-2,-40.0,2,66.66666666666669,7,140.0,-6,-50.0,0,0.0,Neutral
smashah,34074970,8,2022-12-21 00:22:00 UTC,Show HN: ChatGPT developed an NPM package to check if jemalloc is installed,https://github.com/smashah/jemalloc-check,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,Positve
transitivebs,34079564,11,2022-12-21 12:04:40 UTC,OpenAI-powered semantic search for the All-In Podcast,https://github.com/transitive-bullshit/yt-semantic-search,246,299,343,365,382,390,3,3,4,4,4,4,2,2,2,2,2,2,18,23,32,37,40,40,2,0,1,0,0,0,1.0,1,53,21.54471544715446,44,14.715719063545135,22,6.413994169096199,17,4.657534246575338,8,2.094240837696333,5,27.77777777777777,9,39.13043478260869,5,15.625,3,8.108108108108112,0,0.0,0,0.0,1,33.333333333333314,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,-2,-100.0,1,0.0,-1,-100.0,0,0.0,0,0.0,Positve
trzy,34084345,54,2022-12-21 18:21:47 UTC,Show HN: How to use ChatGPT+ARKit to script experiences with natural language,https://github.com/trzy/ChatARKit,57,92,140,169,186,198,0,0,7,7,7,7,0,0,1,1,1,1,5,9,14,16,18,20,0,0,1,0,0,0,0.625,1,35,61.40350877192981,48,52.17391304347828,29,20.714285714285708,17,10.05917159763314,12,6.451612903225794,4,80.0,5,55.55555555555557,2,14.285714285714278,2,12.5,2,11.111111111111114,0,0.0,7,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.0,-1,-100.0,0,0.0,0,0.0,Positve
malisper,34128410,11,2022-12-25 16:15:19 UTC,Get Code Reviews from ChatGPT,https://github.com/sturdy-dev/codereview.gpt,26,69,138,223,270,306,0,1,5,11,12,14,0,2,12,25,26,29,8,12,20,28,38,45,0,2,4,4,1,1,0.0,0,43,165.38461538461536,69,100.0,85,61.59420289855072,47,21.076233183856505,36,13.333333333333329,4,50.0,8,66.66666666666669,8,40.0,10,35.71428571428572,7,18.42105263157893,1,0.0,4,400.0,6,120.00000000000004,1,9.09090909090908,2,16.66666666666667,2,0.0,10,500.0,13,108.33333333333334,1,4.0,3,11.538461538461547,2,0.0,2,100.0,0,0.0,-3,-75.0,0,0.0,Neutral
lencx,34129364,56,2022-12-25 17:53:35 UTC,ChatGPT: An attempt to build URL into cross-platform Desktop APP using Tauri,https://github.com/lencx/ChatGPT,4482,15096,24524,30353,33176,35104,121,181,205,205,224,230,57,117,137,147,157,161,406,1553,2544,3321,3738,4140,11,14,8,7,6,3,0.6666666666666666,1,10614,236.81392235609104,9428,62.45363010068891,5829,23.768553253955304,2823,9.300563371001232,1928,5.811429949360985,1147,282.5123152709359,991,63.81197681905988,777,30.542452830188694,417,12.556458897922312,402,10.75441412520064,60,49.58677685950411,24,13.259668508287303,0,0.0,19,9.26829268292684,6,2.6785714285714164,60,105.26315789473684,20,17.094017094017104,10,7.299270072992698,10,6.802721088435376,4,2.5477707006369457,3,27.272727272727263,-6,-42.85714285714286,-1,-12.5,-1,-14.285714285714292,-3,-50.0,Positve
hbornfree,34137171,2,2022-12-26 12:35:18 UTC,Show HN: WebGL-based talking avatar. ChatGPT with a face?,https://github.com/bornfree/talking_avatar,5,14,29,43,60,77,0,0,0,0,0,0,0,0,0,0,0,0,2,3,12,16,23,30,0,0,0,0,0,0,0.0,0,9,180.0,15,107.14285714285715,14,48.27586206896552,17,39.53488372093023,17,28.333333333333343,1,50.0,9,300.0,4,33.333333333333314,7,43.75,7,30.434782608695656,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,Neutral
mpalokaj,34159793,2,2022-12-28 11:09:36 UTC,OpenAI/GPT search engine in React and Firebase,https://github.com/actuallymentor/marvin,2,2,2,3,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0.0,1,50.0,2,66.66666666666669,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,Neutral
mirzap,34163413,106,2022-12-28 17:32:51 UTC,First Open Source Alternative to ChatGPT Has Arrived,https://github.com/lucidrains/PaLM-rlhf-pytorch,1310,2023,2648,2973,3393,3541,27,31,45,46,46,46,0,0,3,5,5,6,149,234,297,339,377,399,1,1,3,2,0,1,0.2,0,713,54.42748091603053,625,30.89471082550668,325,12.27341389728096,420,14.127144298688194,148,4.361921603300914,85,57.04697986577182,63,26.92307692307692,42,14.141414141414144,38,11.209439528023609,22,5.83554376657824,4,14.81481481481481,14,45.16129032258064,1,2.2222222222222143,0,0.0,0,0.0,0,0.0,3,0.0,2,66.66666666666669,0,0.0,1,20.0,0,0.0,2,200.0,-1,-33.33333333333334,-2,-100.0,1,0.0,Neutral
kaveenk,34168467,148,2022-12-29 01:40:04 UTC,"GPT3/DALL-E2 in Discord, chat like ChatGPT, generate images, and more",https://github.com/Kav-K/GPT3Discord,267,484,684,772,772,772,238,400,529,551,551,551,83,133,181,189,189,189,64,103,152,174,175,175,12,9,8,4,0,0,0.1666666666666666,0,217,81.27340823970036,200,41.322314049586765,88,12.865497076023402,0,0.0,0,0.0,39,60.9375,49,47.57281553398059,22,14.4736842105263,1,0.5747126436781684,0,0.0,162,68.0672268907563,129,32.25,22,4.15879017013232,0,0.0,0,0.0,50,60.24096385542168,48,36.09022556390977,8,4.4198895027624445,0,0.0,0,0.0,-3,-25.0,-1,-11.111111111111114,-4,-50.0,-4,-100.0,0,0.0,Neutral
jKwZmFpLrNhG,34169274,12,2022-12-29 03:46:57 UTC,Interact with OpenAI Using Voice,https://github.com/mikkac/bro_listen,1,1,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1,0,0.0,0,0.0,0,0.0,0,0.0,1,100.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,Positve
derzuusala,34170679,2,2022-12-29 08:30:50 UTC,A simple integration between OpenAI and WhatsApp using Twilio,https://github.com/albertollamaso/gpt-whatsapp,1,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,1,100.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,Neutral
detente18,34183694,6,2022-12-30 10:17:43 UTC,Show HN: Clerkie AI – A GPT-3 based CLI tool that debugs your code,https://github.com/ishaan-jaff/clerkie-cli,20,20,20,20,20,20,5,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1.0,1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,-1,-100.0,0,0.0,0,0.0,0,0.0,0,0.0,Positve
bluecoconut,34194860,9,2022-12-31 09:13:20 UTC,"Show HN: lambdaprompt – build, compose and call templated LLM prompts",https://github.com/approximatelabs/lambdaprompt,124,168,225,264,294,308,5,7,10,10,24,24,6,6,8,8,18,18,6,7,10,11,14,16,2,1,1,0,1,0,0.0,0,44,35.48387096774192,57,33.928571428571416,39,17.33333333333333,30,11.36363636363636,14,4.761904761904773,1,16.66666666666667,3,42.85714285714286,1,10.000000000000014,3,27.272727272727263,2,14.285714285714278,2,40.0,3,42.85714285714286,0,0.0,14,140.0,0,0.0,0,0.0,2,33.333333333333314,0,0.0,10,125.0,0,0.0,-1,-50.0,0,0.0,-1,-100.0,1,0.0,-1,-100.0,Neutral
gaussdiditfirst,34243795,4,2023-01-04 09:46:31 UTC,An open-source framework for data-centric AI,https://github.com/cleanlab/cleanlab,635,1023,1284,1455,1642,1772,47,75,100,128,188,216,49,94,119,162,234,278,27,51,67,87,98,107,12,7,5,8,6,10,1.0,1,388,61.102362204724415,261,25.51319648093842,171,13.317757009345785,187,12.852233676975942,130,7.91717417783191,24,88.88888888888889,16,31.372549019607845,20,29.850746268656707,11,12.643678160919537,9,9.183673469387756,28,59.57446808510639,25,33.333333333333314,28,28.0,60,46.875,28,14.893617021276611,45,91.83673469387752,25,26.59574468085107,43,36.134453781512605,72,44.44444444444443,44,18.803418803418808,-5,-41.66666666666666,-2,-28.57142857142857,3,60.0,-2,-25.0,4,66.66666666666669,Positve
sahil_chaudhary,34263588,2,2023-01-05 17:48:05 UTC,Multimodal ChatGPT bot – Sending images to ChatGPT,https://github.com/sahil280114/chatGPT-multimodal-bot,0,1,2,4,6,6,2,2,2,2,2,2,0,0,0,0,0,0,0,1,2,2,2,2,1,0,0,0,0,0,0.0,0,1,0.0,1,100.0,2,100.0,2,50.0,0,0.0,1,0.0,1,100.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,-1,-100.0,0,0.0,0,0.0,0,0.0,0,0.0,Neutral
0xStabby,34273480,1,2023-01-06 11:16:18 UTC,ChatGPT-Vim,https://github.com/0xStabby/chatgpt-vim,4,7,27,39,42,42,10,14,18,19,19,19,0,4,8,10,10,10,0,2,6,7,7,7,1,1,2,1,0,0,1.0,1,3,75.0,20,285.7142857142857,12,44.44444444444443,3,7.692307692307693,0,0.0,2,0.0,4,200.0,1,16.66666666666667,0,0.0,0,0.0,4,40.0,4,28.571428571428584,1,5.555555555555557,0,0.0,0,0.0,4,0.0,4,100.0,2,25.0,0,0.0,0,0.0,0,0.0,1,100.0,-1,-50.0,-1,-100.0,0,0.0,Positve
louis030195,34286739,13,2023-01-07 10:00:00 UTC,Show HN: An AI Clone of Paul Graham,https://github.com/louis030195/paul-graham-clone,2,4,4,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,0,0,0,0,0,-0.25,0,2,100.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,-2,-100.0,0,0.0,0,0.0,0,0.0,0,0.0,Neutral
tdekok,34313407,2,2023-01-09 17:55:52 UTC,Show HN: ChatGPT code assistant for Jupyter Notebooks,https://github.com/TiesdeKok/chat-gpt-jupyter-extension,34,54,94,134,168,190,5,9,10,12,12,12,0,0,1,1,1,1,3,8,16,23,33,37,1,1,1,1,0,0,0.5,0,20,58.823529411764696,40,74.07407407407408,40,42.553191489361694,34,25.37313432835822,22,13.095238095238088,5,166.66666666666663,8,100.0,7,43.75,10,43.47826086956522,4,12.12121212121211,4,80.0,1,11.111111111111114,2,20.0,0,0.0,0,0.0,0,0.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,-1,-100.0,0,0.0,Neutral
sunrising,34316090,1,2023-01-09 21:08:45 UTC,Udemy Summary with OpenAI,https://github.com/AlessandroAnnini/udemy-openai,0,0,0,1,1,1,17,17,18,18,18,18,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0.0,0,0,0.0,0,0.0,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,5.882352941176478,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,-1,-100.0,1,0.0,-1,-100.0,0,0.0,0,0.0,Neutral
beth0,34326939,8,2023-01-10 16:05:42 UTC,A collection of cool AI projects,https://github.com/ai-collection/ai-collection,1831,2203,2435,4189,4784,4956,118,180,196,233,264,283,30,62,76,100,124,141,86,132,153,240,285,306,15,12,8,13,12,6,1.0,1,372,20.3167667941016,232,10.53109396277803,1754,72.03285420944559,595,14.203867271425151,172,3.595317725752494,46,53.48837209302326,21,15.90909090909092,87,56.86274509803923,45,18.75,21,7.368421052631575,62,52.54237288135593,16,8.888888888888886,37,18.877551020408163,31,13.304721030042929,19,7.196969696969703,32,106.66666666666669,14,22.58064516129032,24,31.57894736842107,24,24.0,17,13.709677419354849,-3,-20.0,-4,-33.33333333333334,5,62.5,-1,-7.692307692307693,-6,-50.0,Positve
